Chinese_score,top_k_avg_scores,year,Type
-0.2310154642071152,-0.07514196720845848,1800,Politics
0.1530395981577836,0.11343995093029126,1810,Politics
-0.11761148401623425,0.022843263569251766,1820,Politics
0.017458518761710076,0.14364310778125755,1830,Politics
0.41269032815670964,0.2993689333485566,1840,Politics
0.5987499255733236,0.2339652540652028,1850,Politics
0.330656664213977,0.15995476695320004,1860,Politics
0.49948464294047146,0.32765836250675395,1870,Politics
0.04350317344954281,0.22943650597663312,1880,Politics
0.7121447549183795,0.20435964051443548,1890,Politics
0.6587581749803365,0.3866037258395109,1900,Politics
0.786162530784427,0.39231493690463026,1910,Politics
0.36112053111994036,0.22101682306252185,1920,Politics
1.081676538527258,0.3686795404211063,1930,Politics
0.5770416372278536,0.2764917417195477,1940,Politics
0.4658301658566918,-0.07579772047544042,1950,Politics
1.0010054945772004,-0.04721614339070093,1960,Politics
0.0674204128488999,-0.16013845665509316,1970,Politics
0.33276334711975153,-0.34785814950099436,1980,Politics
0.5578113936237142,-0.18177788742368325,1990,Politics
