Chinese_score,top_k_avg_scores,year,Type
0.5518744880522257,0.23240954456728058,1800,Religion
0.9741231828781259,0.4433792004289391,1810,Religion
0.939236894581579,0.5593787015119219,1820,Religion
0.782975683592502,0.37238068697857835,1830,Religion
1.0825587777229975,0.3967732824565088,1840,Religion
0.9691853520845446,0.5895761856857689,1850,Religion
0.8430122159794784,0.49972936206659413,1860,Religion
1.2209509746513663,0.7157433024640075,1870,Religion
0.9759284203433756,0.5419465076980639,1880,Religion
0.8460970360359573,0.5946958422388957,1890,Religion
1.2401814181306767,0.7447135473068314,1900,Religion
0.9123016848686515,0.5902475940902832,1910,Religion
1.246738457037993,0.7071376540651253,1920,Religion
1.1671178202040287,0.8581538262798932,1930,Religion
1.1514828855537083,0.8003545575433193,1940,Religion
1.2125471569899717,0.6306006573131346,1950,Religion
1.204024452537966,0.30912256988297016,1960,Religion
1.043570070620883,0.03356794885727547,1970,Religion
1.056789677214808,0.05466737306510468,1980,Religion
0.7343571227821185,0.222295789469528,1990,Religion
