Chinese_score,top_k_avg_scores,year,Type
-0.9292381217395657,-0.8537042212498472,1830,Politics
0.11543321782064213,-0.024419097177643286,1840,Politics
0.37116453033974156,0.5116987933250644,1850,Politics
1.0872252787425278,1.0877125418038864,1860,Politics
0.6826306768151047,0.5748756775680609,1870,Politics
0.21133246982808043,0.3800406682173805,1880,Politics
0.45774767424819723,0.575699813255441,1890,Politics
-0.1546484343895569,0.1193695409487443,1900,Politics
0.5408538739751704,0.43742866467857977,1910,Politics
0.37764604994757633,0.3302796801440956,1920,Politics
0.3581724361847009,0.4242969320712832,1930,Politics
0.24710186792841496,0.2225574115427528,1940,Politics
0.6964557519949559,0.22239119496758036,1950,Politics
0.9628770655417714,0.44613078513430904,1960,Politics
1.0105124905822143,0.4982255992464341,1970,Politics
0.7266602028744938,0.3031432888621131,1980,Politics
0.4955552517803635,-0.08689606507653291,1990,Politics
0.14256967161322137,-0.023544428232610312,2000,Politics
