Chinese_score,top_k_avg_scores,year,Type
0.01560533883896221,-0.04789708982352948,1830,Religion
-0.15866671296177792,-0.2987917211423865,1840,Religion
-0.08516174511289026,-0.16304880290953064,1850,Religion
0.3257442966563249,0.20018233605027372,1860,Religion
0.2883476996627711,0.1061801670865725,1870,Religion
0.5970281074147202,0.47505162012413416,1880,Religion
0.31611191953976286,0.26105999439484995,1890,Religion
0.9883718935795693,0.712821723639887,1900,Religion
0.8476798791047656,0.9380391182698367,1910,Religion
1.0958087760321384,0.9360577128795523,1920,Religion
0.5171431781539921,0.669114012368419,1930,Religion
0.8742622911890353,0.7261651422018459,1940,Religion
0.721076814127849,0.49888956003043033,1950,Religion
0.8244581691392807,0.45796567948918976,1960,Religion
0.6167663317686348,0.47450640363721297,1970,Religion
1.0524441080603626,0.9904287689891629,1980,Religion
1.1464787991773813,0.944830064657909,1990,Religion
0.7990092319116902,0.8096606318405742,2000,Religion
